Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,subject,run,day,group,good
A,5.0,9.260778847753779e-15,0.0007519116797803543,9.141645696249563e-09,-7.307053083974606,-6.679849037738356e-08,15,11,hbo,True,S15_D11 hbo,201,2,1,trained,True
AV,5.0,9.260778847753779e-15,0.00011736283242050968,9.097851598358689e-09,10.813238930980955,9.837724309165948e-08,15,11,hbo,True,S15_D11 hbo,201,2,1,trained,True
V,5.0,9.260778847753779e-15,0.5267447961619067,9.059859823690039e-09,-0.6799352132570794,-6.160117721299932e-09,15,11,hbo,False,S15_D11 hbo,201,2,1,trained,True
W,5.0,9.260778847753779e-15,0.00010488775380227239,8.970549119926117e-09,11.067892412894025,9.928507254392344e-08,15,11,hbo,True,S15_D11 hbo,201,2,1,trained,True
constant,5.0,9.260778847753779e-15,0.001777068143434009,2.007399734564809e-09,-6.051296903788652,-1.2147371798438191e-08,15,11,hbo,True,S15_D11 hbo,201,2,1,trained,True
A,5.0,2.954195544181373e-15,0.137237972199159,5.163215455669068e-09,-1.7683558510001895,-9.130402261007006e-09,15,11,hbr,False,S15_D11 hbr,201,2,1,trained,True
AV,5.0,2.954195544181373e-15,3.953064828182742e-05,5.138480482272536e-09,-13.52867710792398,-6.951684327003463e-08,15,11,hbr,True,S15_D11 hbr,201,2,1,trained,True
V,5.0,2.954195544181373e-15,5.102377663644695e-05,5.117022669896593e-09,12.839323776591922,6.569911083096321e-08,15,11,hbr,True,S15_D11 hbr,201,2,1,trained,True
W,5.0,2.954195544181373e-15,0.001497934732145294,5.0665798479635864e-09,-6.285499376822186,-3.1845984476994965e-08,15,11,hbr,True,S15_D11 hbr,201,2,1,trained,True
constant,5.0,2.954195544181373e-15,0.0014553380636750846,1.133782436948217e-09,6.325750157613911,7.172024429225067e-09,15,11,hbr,True,S15_D11 hbr,201,2,1,trained,True
A,5.0,1.1610173844952473e-14,0.0003556714348871689,1.023575754214181e-08,-8.57415159004367,-8.776293680525668e-08,15,14,hbo,True,S15_D14 hbo,201,2,1,trained,True
AV,5.0,1.1610173844952473e-14,0.7611648072013548,1.0186721976480834e-08,0.3210403895729549,3.270349191800788e-09,15,14,hbo,False,S15_D14 hbo,201,2,1,trained,True
V,5.0,1.1610173844952473e-14,0.005628087629305569,1.014418318127643e-08,4.64090508946026,4.707819135440295e-08,15,14,hbo,True,S15_D14 hbo,201,2,1,trained,True
W,5.0,1.1610173844952473e-14,0.17754275396178254,1.0044183384738638e-08,1.5685482112471296,1.575478588156993e-08,15,14,hbo,False,S15_D14 hbo,201,2,1,trained,True
constant,5.0,1.1610173844952473e-14,0.11460545574524127,2.2476540500355314e-09,1.9085076223924422,4.289664886994055e-09,15,14,hbo,False,S15_D14 hbo,201,2,1,trained,True
A,5.0,6.62463167142446e-15,0.8540693924056579,7.731815764190172e-09,-0.19365238737447468,-1.4972845814750251e-09,15,14,hbr,False,S15_D14 hbr,201,2,1,trained,True
AV,5.0,6.62463167142446e-15,0.002393533597571848,7.694775617623338e-09,5.659697700993774,4.355010387272575e-08,15,14,hbr,True,S15_D14 hbr,201,2,1,trained,True
V,5.0,6.62463167142446e-15,0.06424064552699867,7.662642956606609e-09,2.3663775420590243,1.8132706205330643e-08,15,14,hbr,False,S15_D14 hbr,201,2,1,trained,True
W,5.0,6.62463167142446e-15,0.17404954097368266,7.587105801676605e-09,-1.583981309092128,-1.2017833779960189e-08,15,14,hbr,False,S15_D14 hbr,201,2,1,trained,True
constant,5.0,6.62463167142446e-15,0.2182915218247719,1.6978173764825428e-09,-1.4075387118338147,-2.389743683023305e-09,15,14,hbr,False,S15_D14 hbr,201,2,1,trained,True
A,5.0,1.1555085545660747e-14,0.00026886864779552725,1.0211445204470805e-08,-9.09535731352113,-9.287674282210381e-08,15,25,hbo,True,S15_D25 hbo,201,2,1,trained,True
AV,5.0,1.1555085545660747e-14,0.43300626472220843,1.0162526109840462e-08,-0.8522186713173874,-8.660694498556496e-09,15,25,hbo,False,S15_D25 hbo,201,2,1,trained,True
V,5.0,1.1555085545660747e-14,0.6778528419008881,1.012008835430497e-08,-0.44066932894978333,-4.459612544004088e-09,15,25,hbo,False,S15_D25 hbo,201,2,1,trained,True
W,5.0,1.1555085545660747e-14,0.7598681656984071,1.0020326080863095e-08,0.3228566954251218,3.2351293655496203e-09,15,25,hbo,False,S15_D25 hbo,201,2,1,trained,True
constant,5.0,1.1555085545660747e-14,0.13793176719014302,2.242315341688144e-09,1.764441575969015,3.9564344153077295e-09,15,25,hbo,False,S15_D25 hbo,201,2,1,trained,True
A,5.0,9.25940861488865e-15,0.0003309208713248461,9.140969368320735e-09,8.705890558775492,7.958027892171946e-08,15,25,hbr,True,S15_D25 hbr,201,2,1,trained,True
AV,5.0,9.25940861488865e-15,0.5993889328686768,9.097178510456055e-09,0.5603956011463794,5.098018820102945e-09,15,25,hbr,False,S15_D25 hbr,201,2,1,trained,True
V,5.0,9.25940861488865e-15,0.05699757468000498,9.059189546539333e-09,2.463293438108485,2.231544216457132e-08,15,25,hbr,False,S15_D25 hbr,201,2,1,trained,True
W,5.0,9.25940861488865e-15,0.012771653363653905,8.969885450264404e-09,3.7889881558019756,3.3986789729952295e-08,15,25,hbr,True,S15_D25 hbr,201,2,1,trained,True
constant,5.0,9.25940861488865e-15,0.011122595344103595,2.007251220768725e-09,-3.925303935741829,-7.879071116906068e-09,15,25,hbr,True,S15_D25 hbr,201,2,1,trained,True
A,5.0,1.7941306834276775e-14,0.23902031075702881,1.2724117341771345e-08,-1.3363528623400287,-1.7003910630426534e-08,16,14,hbo,False,S16_D14 hbo,201,2,1,trained,True
AV,5.0,1.7941306834276775e-14,0.0054224160238881955,1.2663161004263195e-08,4.682293993511402,5.9292642709129365e-08,16,14,hbo,True,S16_D14 hbo,201,2,1,trained,True
V,5.0,1.7941306834276775e-14,0.0008378454258444825,1.261028083203071e-08,7.138031807740907,9.001258568358067e-08,16,14,hbo,True,S16_D14 hbo,201,2,1,trained,True
W,5.0,1.7941306834276775e-14,1.1729082251583168e-05,1.2485970624402064e-08,17.327385779970754,2.163492298463969e-07,16,14,hbo,True,S16_D14 hbo,201,2,1,trained,True
constant,5.0,1.7941306834276775e-14,0.0009247660477095602,2.7940691012475213e-09,-6.986763785795764,-1.95215008116071e-08,16,14,hbo,True,S16_D14 hbo,201,2,1,trained,True
A,5.0,1.0690850022231078e-14,3.863804877208823e-05,9.822154184218386e-09,13.592056711485274,1.335032767008487e-07,16,14,hbr,True,S16_D14 hbr,201,2,1,trained,True
AV,5.0,1.0690850022231078e-14,0.006669406873196059,9.775100032686414e-09,-4.45530837728949,-4.355108506447055e-08,16,14,hbr,True,S16_D14 hbr,201,2,1,trained,True
V,5.0,1.0690850022231078e-14,3.463794247402909e-05,9.734280132098859e-09,13.899287221484231,1.352995554504295e-07,16,14,hbr,True,S16_D14 hbr,201,2,1,trained,True
W,5.0,1.0690850022231078e-14,0.0011697237978791953,9.638321096732812e-09,6.637443533290798,6.397381203528948e-08,16,14,hbr,True,S16_D14 hbr,201,2,1,trained,True
constant,5.0,1.0690850022231078e-14,0.0005060293105983754,2.1568315331170278e-09,-7.955279045165018,-1.715819669935703e-08,16,14,hbr,True,S16_D14 hbr,201,2,1,trained,True
A,5.0,6.569950116099711e-15,0.0023247052542959335,7.69983936129066e-09,-5.697165539537906,-4.3867259469122704e-08,16,25,hbo,True,S16_D25 hbo,201,2,1,trained,True
AV,5.0,6.569950116099711e-15,0.000538925328908016,7.662952401334347e-09,7.848968968022619,6.01462756015077e-08,16,25,hbo,True,S16_D25 hbo,201,2,1,trained,True
V,5.0,6.569950116099711e-15,0.0009265742933925812,7.630952631083026e-09,-6.983797667062356,-5.3293029182420985e-08,16,25,hbo,True,S16_D25 hbo,201,2,1,trained,True
W,5.0,6.569950116099711e-15,0.0032568209261114025,7.555727874504663e-09,5.275563052812119,3.986071881183945e-08,16,25,hbo,True,S16_D25 hbo,201,2,1,trained,True
constant,5.0,6.569950116099711e-15,0.1383682856362593,1.6907957279932394e-09,-1.7619890199782329,-2.9791635077501903e-09,16,25,hbo,False,S16_D25 hbo,201,2,1,trained,True
A,5.0,6.6649020607841564e-15,0.00041697656039679277,7.755280576573902e-09,-8.289952736027853,-6.429090943443248e-08,16,25,hbr,True,S16_D25 hbr,201,2,1,trained,True
AV,5.0,6.6649020607841564e-15,0.00028546718082555757,7.71812801914313e-09,-8.981428182575641,-6.931981250785881e-08,16,25,hbr,True,S16_D25 hbr,201,2,1,trained,True
V,5.0,6.6649020607841564e-15,1.8937369624910413e-05,7.685897840688692e-09,-15.720543992605496,-1.2082649512721818e-07,16,25,hbr,True,S16_D25 hbr,201,2,1,trained,True
W,5.0,6.6649020607841564e-15,0.00024497676359443193,7.610131442690504e-09,-9.274933981986248,-7.058346672519218e-08,16,25,hbr,True,S16_D25 hbr,201,2,1,trained,True
constant,5.0,6.6649020607841564e-15,0.00018747451500279963,1.702969978072652e-09,9.809251315566273,1.670486049777903e-08,16,25,hbr,True,S16_D25 hbr,201,2,1,trained,True
A,5.0,9.527170419567524e-15,0.005015601272044284,9.272195834621676e-09,-4.769820797859562,-4.422671253380527e-08,16,26,hbo,True,S16_D26 hbo,201,2,1,trained,True
AV,5.0,9.527170419567524e-15,0.0025918709406616367,9.227776321381146e-09,5.558433007894113,5.1291976494228676e-08,16,26,hbo,True,S16_D26 hbo,201,2,1,trained,True
V,5.0,9.527170419567524e-15,5.2892047061967666e-05,9.189241993259343e-09,12.744918514042666,1.1711614040990933e-07,16,26,hbo,True,S16_D26 hbo,201,2,1,trained,True
W,5.0,9.527170419567524e-15,0.0004488357820356231,9.098655859980662e-09,8.161218970340885,7.425612280907743e-08,16,26,hbo,True,S16_D26 hbo,201,2,1,trained,True
constant,5.0,9.527170419567524e-15,0.01951659936129959,2.0360670360358226e-09,-3.3873909047081825,-6.896954959243893e-09,16,26,hbo,True,S16_D26 hbo,201,2,1,trained,True
A,5.0,1.8979250050163572e-15,0.022197613424051913,4.1384732513869435e-09,-3.2700386253248377,-1.3532967381908972e-08,16,26,hbr,True,S16_D26 hbr,201,2,1,trained,True
AV,5.0,1.8979250050163572e-15,0.00015205620618197167,4.118647422568795e-09,-10.246957785750775,-4.2203606273453674e-08,16,26,hbr,True,S16_D26 hbr,201,2,1,trained,True
V,5.0,1.8979250050163572e-15,0.7365507140410443,4.101448337364319e-09,0.3557414422193489,1.4590551467221333e-09,16,26,hbr,False,S16_D26 hbr,201,2,1,trained,True
W,5.0,1.8979250050163572e-15,7.968867922333887e-05,4.061016890897173e-09,-11.714304034426519,-4.757198654891099e-08,16,26,hbr,True,S16_D26 hbr,201,2,1,trained,True
constant,5.0,1.8979250050163572e-15,0.00012835082751923126,9.087608929917251e-10,10.614347158133997,9.645903601950032e-09,16,26,hbr,True,S16_D26 hbr,201,2,1,trained,True
A,5.0,1.312780032250096e-14,0.6588866137231746,1.088420241673539e-08,0.46888148574404315,5.103401000297795e-09,16,27,hbo,False,S16_D27 hbo,201,2,1,trained,True
AV,5.0,1.312780032250096e-14,0.000479998448490569,1.0832060401835583e-08,8.045390728690844,8.714815832954722e-08,16,27,hbo,True,S16_D27 hbo,201,2,1,trained,True
V,5.0,1.312780032250096e-14,0.0003914125381232222,1.0786826733915785e-08,8.402004916246755,9.063097124906235e-08,16,27,hbo,True,S16_D27 hbo,201,2,1,trained,True
W,5.0,1.312780032250096e-14,2.0489530303669524e-05,1.0680491856143569e-08,15.470515777252833,1.6523271776928947e-07,16,27,hbo,True,S16_D27 hbo,201,2,1,trained,True
constant,5.0,1.312780032250096e-14,0.00041729204534215455,2.3900450496859655e-09,-8.288621287824148,-1.9810178277685816e-08,16,27,hbo,True,S16_D27 hbo,201,2,1,trained,True
A,5.0,5.027816001156539e-15,0.26766547332226387,6.735817573052465e-09,1.246880828581393,8.398761796660766e-09,16,27,hbr,False,S16_D27 hbr,201,2,1,trained,True
AV,5.0,5.027816001156539e-15,0.00014838435715460046,6.703548869585828e-09,-10.299210324873751,-6.904125973093413e-08,16,27,hbr,True,S16_D27 hbr,201,2,1,trained,True
V,5.0,5.027816001156539e-15,0.00013036904031689953,6.6755554784670356e-09,10.580024279965993,7.062753904444125e-08,16,27,hbr,True,S16_D27 hbr,201,2,1,trained,True
W,5.0,5.027816001156539e-15,0.058654945353789185,6.609748879976624e-09,-2.439982895617119,-1.612767421146737e-08,16,27,hbr,False,S16_D27 hbr,201,2,1,trained,True
constant,5.0,5.027816001156539e-15,0.03250544205747326,1.4791076855855175e-09,2.933370563302659,4.338770944851282e-09,16,27,hbr,True,S16_D27 hbr,201,2,1,trained,True
A,5.0,4.2064997757494706e-14,0.00015634682691873333,1.948323477078459e-08,-10.187772967617395,-1.9849077251954253e-07,17,13,hbo,True,S17_D13 hbo,201,2,1,trained,True
AV,5.0,4.2064997757494706e-14,0.00854302010137211,1.9389898109188454e-08,-4.193486448298176,-8.131127495476422e-08,17,13,hbo,True,S17_D13 hbo,201,2,1,trained,True
V,5.0,4.2064997757494706e-14,0.702096724608457,1.9308927713942033e-08,-0.4051837697814653,-7.823664121572844e-09,17,13,hbo,False,S17_D13 hbo,201,2,1,trained,True
W,5.0,4.2064997757494706e-14,0.0019931018878224663,1.9118583276321755e-08,5.8979980653473,1.1276136717592695e-07,17,13,hbo,True,S17_D13 hbo,201,2,1,trained,True
constant,5.0,4.2064997757494706e-14,0.002694566757991626,4.278293165899256e-09,5.509512019779481,2.357130762166236e-08,17,13,hbo,True,S17_D13 hbo,201,2,1,trained,True
A,5.0,1.4998382446769708e-14,0.00017890566160227216,1.1633833405706322e-08,9.905530044850721,1.1523928633701196e-07,17,13,hbr,True,S17_D13 hbr,201,2,1,trained,True
AV,5.0,1.4998382446769708e-14,0.36542104484544563,1.1578100197929011e-08,-0.99499709167379,-1.1520176024047098e-08,17,13,hbr,False,S17_D13 hbr,201,2,1,trained,True
V,5.0,1.4998382446769708e-14,0.013167823616219517,1.1529751137817926e-08,3.759239652581809,4.334309766168538e-08,17,13,hbr,True,S17_D13 hbr,201,2,1,trained,True
W,5.0,1.4998382446769708e-14,0.09749123837215457,1.1416092625613488e-08,2.0349731328460203,2.323144177520503e-08,17,13,hbr,False,S17_D13 hbr,201,2,1,trained,True
constant,5.0,1.4998382446769708e-14,0.01024265398238422,2.5546553505313772e-09,-4.007916822937973,-1.0238846156203209e-08,17,13,hbr,True,S17_D13 hbr,201,2,1,trained,True
A,5.0,1.2877530080365062e-14,0.17370695141556777,1.0779954187974427e-08,1.58551122113536,1.709173832835857e-08,17,14,hbo,False,S17_D14 hbo,201,2,1,trained,True
AV,5.0,1.2877530080365062e-14,0.0073735433838898416,1.0728311586122007e-08,4.347933547155014,4.664598584963169e-08,17,14,hbo,True,S17_D14 hbo,201,2,1,trained,True
V,5.0,1.2877530080365062e-14,0.004328332991597298,1.0683511163522397e-08,4.938326815069435,5.275866965791631e-08,17,14,hbo,True,S17_D14 hbo,201,2,1,trained,True
W,5.0,1.2877530080365062e-14,0.000789595212581002,1.0578194754742103e-08,7.230256349654281,7.64830597933537e-08,17,14,hbo,True,S17_D14 hbo,201,2,1,trained,True
constant,5.0,1.2877530080365062e-14,0.001715942584967598,2.3671533435646637e-09,-6.098691470979373,-1.4436537906898121e-08,17,14,hbo,True,S17_D14 hbo,201,2,1,trained,True
A,5.0,9.387799608124158e-15,0.17005278905103216,9.204125548182015e-09,1.6020169946903298,1.4745165549451035e-08,17,14,hbr,False,S17_D14 hbr,201,2,1,trained,True
AV,5.0,9.387799608124158e-15,0.00012937564414497763,9.160032133423843e-09,-10.596838747748793,-9.706738344208983e-08,17,14,hbr,True,S17_D14 hbr,201,2,1,trained,True
V,5.0,9.387799608124158e-15,0.00010089336427798176,9.121780698674852e-09,11.157165857152362,1.0177322016768648e-07,17,14,hbr,True,S17_D14 hbr,201,2,1,trained,True
W,5.0,9.387799608124158e-15,7.403688151095574e-05,9.031859588455402e-09,11.893289219485196,1.0741851827528063e-07,17,14,hbr,True,S17_D14 hbr,201,2,1,trained,True
constant,5.0,9.387799608124158e-15,0.6547302189522799,2.0211195878989097e-09,0.47512098795643,9.602763353806226e-10,17,14,hbr,False,S17_D14 hbr,201,2,1,trained,True
A,5.0,3.06130700769632e-14,0.0006991039237908563,1.6620882202745157e-08,-7.42270301581524,-1.2337187245182631e-07,17,27,hbo,True,S17_D27 hbo,201,2,1,trained,True
AV,5.0,3.06130700769632e-14,0.001169034079798794,1.6541257968071707e-08,-6.638301788226232,-1.0980586234896182e-07,17,27,hbo,True,S17_D27 hbo,201,2,1,trained,True
V,5.0,3.06130700769632e-14,0.02233125953047075,1.6472183226780875e-08,3.2646143802692222,5.377532623657832e-08,17,27,hbo,True,S17_D27 hbo,201,2,1,trained,True
W,5.0,3.06130700769632e-14,0.001257358397657952,1.630980297971952e-08,6.533007715579149,1.0655206870608342e-07,17,27,hbo,True,S17_D27 hbo,201,2,1,trained,True
constant,5.0,3.06130700769632e-14,0.04970591799738306,3.64975362540158e-09,2.57544430197643,9.399737178158318e-09,17,27,hbo,True,S17_D27 hbo,201,2,1,trained,True
A,5.0,1.7553018246303388e-14,0.009871897746481477,1.2585675523994642e-08,4.045207207312756,5.091166533856287e-08,17,27,hbr,True,S17_D27 hbr,201,2,1,trained,True
AV,5.0,1.7553018246303388e-14,0.012845890141176312,1.2525382407827743e-08,-3.7833338679461526,-4.738770347251163e-08,17,27,hbr,True,S17_D27 hbr,201,2,1,trained,True
V,5.0,1.7553018246303388e-14,4.795616729637864e-05,1.2473077586086892e-08,13.00365894937672,1.62195646978589e-07,17,27,hbr,True,S17_D27 hbr,201,2,1,trained,True
W,5.0,1.7553018246303388e-14,0.0018871039818239316,1.2350119906940188e-08,5.970631655517525,7.373801686581424e-08,17,27,hbr,True,S17_D27 hbr,201,2,1,trained,True
constant,5.0,1.7553018246303388e-14,0.009121413116671435,2.763668878192318e-09,-4.125890045476247,-1.1402593913526192e-08,17,27,hbr,True,S17_D27 hbr,201,2,1,trained,True
A,5.0,5.437088507852907e-13,0.009471125112358543,7.004607907540633e-08,-4.087376502993854,-2.8630469773966523e-07,18,26,hbo,True,S18_D26 hbo,201,2,1,trained,True
AV,5.0,5.437088507852907e-13,0.8177015670769335,6.971051533274686e-08,-0.24294257298986704,-1.6935651959387098e-08,18,26,hbo,False,S18_D26 hbo,201,2,1,trained,True
V,5.0,5.437088507852907e-13,0.011127205962876708,6.941941076130771e-08,3.924891093694601,2.724636270265838e-07,18,26,hbo,True,S18_D26 hbo,201,2,1,trained,True
W,5.0,5.437088507852907e-13,0.11096329748022599,6.873508489417262e-08,1.9336971711496487,1.3291283921859254e-07,18,26,hbo,False,S18_D26 hbo,201,2,1,trained,True
constant,5.0,5.437088507852907e-13,0.005595234872059724,1.5381309363254248e-08,-4.647397118290156,-7.148305281031719e-08,18,26,hbo,True,S18_D26 hbo,201,2,1,trained,True
A,5.0,1.156824361197671e-12,0.0007599110440301145,1.0217257564916745e-07,7.290375203794347,7.448764120204924e-07,18,26,hbr,True,S18_D26 hbr,201,2,1,trained,True
AV,5.0,1.156824361197671e-12,0.2174285826109965,1.0168310625509783e-07,1.4106383022770235,1.434380843779454e-07,18,26,hbr,False,S18_D26 hbr,201,2,1,trained,True
V,5.0,1.156824361197671e-12,0.009396134766526128,1.0125848714379587e-07,-4.095495442783106,-4.1470367264052775e-07,18,26,hbr,True,S18_D26 hbr,201,2,1,trained,True
W,5.0,1.156824361197671e-12,0.09319517787520641,1.0026029656194657e-07,-2.070375074002374,-2.075764189139401e-07,18,26,hbr,False,S18_D26 hbr,201,2,1,trained,True
constant,5.0,1.156824361197671e-12,0.02148213765535333,2.2435916688620534e-08,3.2997194456673484,7.403223057881376e-08,18,26,hbr,True,S18_D26 hbr,201,2,1,trained,True
A,5.0,3.367514204501444e-13,2.995466388424773e-05,5.5125856070815866e-08,-14.317957285282246,-7.892896525365585e-07,18,27,hbo,True,S18_D27 hbo,201,2,1,trained,True
AV,5.0,3.367514204501444e-13,0.021147172074115036,5.486176936068729e-08,-3.3140019071309266,-1.8181200828989474e-07,18,27,hbo,True,S18_D27 hbo,201,2,1,trained,True
V,5.0,3.367514204501444e-13,0.18499214753122264,5.4632671759243595e-08,1.536606007270993,8.394889161851804e-08,18,27,hbo,False,S18_D27 hbo,201,2,1,trained,True
W,5.0,3.367514204501444e-13,0.03855270817681707,5.409411128940467e-08,-2.7876297540359576,-1.5079435414847686e-07,18,27,hbo,True,S18_D27 hbo,201,2,1,trained,True
constant,5.0,3.367514204501444e-13,0.0035133681392890896,1.210500084132693e-08,5.184068839426518,6.275315766275473e-08,18,27,hbo,True,S18_D27 hbo,201,2,1,trained,True
A,5.0,6.391907509521694e-13,0.0001605374821389353,7.5947917467953e-08,10.13180676603593,7.694896240681447e-07,18,27,hbr,True,S18_D27 hbr,201,2,1,trained,True
AV,5.0,6.391907509521694e-13,0.6435191944622459,7.558408029435043e-08,-0.4920581750781258,-3.71917646145966e-08,18,27,hbr,False,S18_D27 hbr,201,2,1,trained,True
V,5.0,6.391907509521694e-13,0.04894962306408998,7.526844826671896e-08,-2.588095336268177,-1.9480191992723786e-07,18,27,hbr,True,S18_D27 hbr,201,2,1,trained,True
W,5.0,6.391907509521694e-13,0.051104316151853735,7.452646348806474e-08,2.5525981471014014,1.902361126096543e-07,18,27,hbr,False,S18_D27 hbr,201,2,1,trained,True
constant,5.0,6.391907509521694e-13,0.4669190598208259,1.6677284860040686e-08,-0.7870181841313378,-1.3125326446790274e-08,18,27,hbr,False,S18_D27 hbr,201,2,1,trained,True
A,5.0,1.5677722810729082e-13,0.00023072568718813562,3.7613359036145595e-08,-9.392282016112409,-3.532752756407695e-07,19,4,hbo,True,S19_D4 hbo,201,2,1,trained,True
AV,5.0,1.5677722810729082e-13,0.23643262475303647,3.743316794338542e-08,-1.344916256101478,-5.034447608443578e-08,19,4,hbo,False,S19_D4 hbo,201,2,1,trained,True
V,5.0,1.5677722810729082e-13,0.050198286330653576,3.727685054622152e-08,-2.5673209345581065,-9.570163878170829e-08,19,4,hbo,False,S19_D4 hbo,201,2,1,trained,True
W,5.0,1.5677722810729082e-13,0.8700241142703011,3.690938109071403e-08,0.1722123407942806,6.356250914900021e-09,19,4,hbo,False,S19_D4 hbo,201,2,1,trained,True
constant,5.0,1.5677722810729082e-13,0.1273222691493144,8.259458904234947e-09,1.8266066642193273,1.5086782677321216e-08,19,4,hbo,False,S19_D4 hbo,201,2,1,trained,True
A,5.0,6.435794127487856e-14,0.0017486191921488898,2.4099148635844367e-08,-6.073112370137706,-1.4635683769013366e-07,19,4,hbr,True,S19_D4 hbr,201,2,1,trained,True
AV,5.0,6.435794127487856e-14,0.0002523415533564226,2.3983698911635748e-08,-9.217431118439638,-2.2106809268339822e-07,19,4,hbr,True,S19_D4 hbr,201,2,1,trained,True
V,5.0,6.435794127487856e-14,0.12818880256472745,2.3883545235251752e-08,-1.8213349007701771,-4.349993449108729e-08,19,4,hbr,False,S19_D4 hbr,201,2,1,trained,True
W,5.0,6.435794127487856e-14,0.0813966568651585,2.364810492217316e-08,-2.1772327033830203,-5.148742740958837e-08,19,4,hbr,False,S19_D4 hbr,201,2,1,trained,True
constant,5.0,6.435794127487856e-14,0.0035819648940365323,5.291894499332739e-09,5.160924534909581,2.7311068157759384e-08,19,4,hbr,True,S19_D4 hbr,201,2,1,trained,True
A,5.0,3.9458907604318304e-14,0.0005383556222500886,1.8870054638018548e-08,-7.85074395880357,-1.481439674517174e-07,19,6,hbo,True,S19_D6 hbo,201,2,1,trained,True
AV,5.0,3.9458907604318304e-14,0.0996507771106179,1.8779655485887483e-08,2.017790377710003,3.789340813613263e-08,19,6,hbo,False,S19_D6 hbo,201,2,1,trained,True
V,5.0,3.9458907604318304e-14,0.5963246658630097,1.8701233406579942e-08,-0.5652484445241733,-1.057084309375282e-08,19,6,hbo,False,S19_D6 hbo,201,2,1,trained,True
W,5.0,3.9458907604318304e-14,0.1840111102639679,1.8516879525913086e-08,1.5407400434519105,2.852969776534912e-08,19,6,hbo,False,S19_D6 hbo,201,2,1,trained,True
constant,5.0,3.9458907604318304e-14,0.7655280276011129,4.14364589595967e-09,-0.3149375801982566,-1.3049898116719753e-09,19,6,hbo,False,S19_D6 hbo,201,2,1,trained,True
A,5.0,2.2455667190637575e-14,0.028122173228350193,1.4235201214110443e-08,-3.0593707625686073,-4.355075839373063e-08,19,6,hbr,True,S19_D6 hbr,201,2,1,trained,True
AV,5.0,2.2455667190637575e-14,0.055001201562412665,1.4167005856711849e-08,-2.4923707743488013,-3.530943135729691e-08,19,6,hbr,False,S19_D6 hbr,201,2,1,trained,True
V,5.0,2.2455667190637575e-14,0.027020256493056748,1.410784576947381e-08,3.0945289886047163,4.3657137700401114e-08,19,6,hbr,True,S19_D6 hbr,201,2,1,trained,True
W,5.0,2.2455667190637575e-14,0.047800705147761406,1.3968772797177934e-08,-2.6077299189152177,-3.642678675372991e-08,19,6,hbr,True,S19_D6 hbr,201,2,1,trained,True
constant,5.0,2.2455667190637575e-14,0.24710362387283874,3.1258856543089824e-09,1.3101465438540276,4.095368286475799e-09,19,6,hbr,False,S19_D6 hbr,201,2,1,trained,True
A,5.0,8.692741403076301e-14,0.0007977420872704544,2.8007800790722482e-08,-7.214223605720034,-2.0205453760873434e-07,19,8,hbo,True,S19_D8 hbo,201,2,1,trained,True
AV,5.0,8.692741403076301e-14,0.6607235180648257,2.7873626221909313e-08,-0.46613064592456477,-1.2992751395078473e-08,19,8,hbo,False,S19_D8 hbo,201,2,1,trained,True
V,5.0,8.692741403076301e-14,0.028603299434640305,2.7757228574050122e-08,-3.04450148994973,-8.450692375057081e-08,19,8,hbo,True,S19_D8 hbo,201,2,1,trained,True
W,5.0,8.692741403076301e-14,0.11682491994428044,2.748360208680556e-08,1.8935600180423102,5.2041850063359205e-08,19,8,hbo,False,S19_D8 hbo,201,2,1,trained,True
constant,5.0,8.692741403076301e-14,0.5692760904330886,6.150189335833292e-09,0.608762421487979,3.74400415269142e-09,19,8,hbo,False,S19_D8 hbo,201,2,1,trained,True
A,5.0,3.490857332427314e-14,0.019670133263471612,1.774870531201655e-08,-3.3801892984533195,-5.999398375707993e-08,19,8,hbr,True,S19_D8 hbr,201,2,1,trained,True
AV,5.0,3.490857332427314e-14,0.0004249057838183482,1.766367811191519e-08,-8.256846749474414,-1.458462832021293e-07,19,8,hbr,True,S19_D8 hbr,201,2,1,trained,True
V,5.0,3.490857332427314e-14,0.04081044745571937,1.758991624941476e-08,2.739621003172311,4.81897040009386e-08,19,8,hbr,True,S19_D8 hbr,201,2,1,trained,True
W,5.0,3.490857332427314e-14,0.2210569931682516,1.7416517562243485e-08,1.3976829515969775,2.4342769672937072e-08,19,8,hbr,False,S19_D8 hbr,201,2,1,trained,True
constant,5.0,3.490857332427314e-14,0.1777924902661416,3.8974105446711894e-09,1.5674563054640047,6.109020733226757e-09,19,8,hbr,False,S19_D8 hbr,201,2,1,trained,True
A,5.0,1.592368827019155e-14,0.5210502286459857,1.1987330027943067e-08,0.689750739985669,8.268269757226161e-09,20,3,hbo,False,S20_D3 hbo,201,2,1,trained,True
AV,5.0,1.592368827019155e-14,0.005637288877324369,1.192990335421961e-08,4.639094729806773,5.534395177766434e-08,20,3,hbo,True,S20_D3 hbo,201,2,1,trained,True
V,5.0,1.592368827019155e-14,0.0006972803981481171,1.1880085197135795e-08,7.426879952281747,8.823196658200698e-08,20,3,hbo,True,S20_D3 hbo,201,2,1,trained,True
W,5.0,1.592368827019155e-14,0.00011448943628543354,1.1762973145693547e-08,10.8689346339898,1.2785098622192054e-07,20,3,hbo,True,S20_D3 hbo,201,2,1,trained,True
