Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,subject,run,day,group,good
A,5.0,5.474169606814794e-14,0.00012989593577314638,2.2225920329196858e-08,-10.588013038508652,-2.3532833423839083e-07,3,2,hbo,True,S3_D2 hbo,201,2,1,trained,True
AV,5.0,5.474169606814794e-14,0.06742372776382362,2.2119444519156334e-08,2.3274650423945937,5.148223387552306e-08,3,2,hbo,False,S3_D2 hbo,201,2,1,trained,True
V,5.0,5.474169606814794e-14,0.00010596077383318112,2.2027075794201633e-08,11.044600356617936,2.4328024917188966e-07,3,2,hbo,True,S3_D2 hbo,201,2,1,trained,True
W,5.0,5.474169606814794e-14,0.14116582479869016,2.1809936271148823e-08,1.7464546594262338,3.809006482253708e-08,3,2,hbo,False,S3_D2 hbo,201,2,1,trained,True
constant,5.0,5.474169606814794e-14,0.020328008814942258,4.8805552142096895e-09,-3.3500369572070725,-1.635004033929214e-08,3,2,hbo,True,S3_D2 hbo,201,2,1,trained,True
A,5.0,2.047990366065907e-14,0.0072418193999659285,1.3594542081054038e-08,4.3670919706377065,5.9368615566667504e-08,3,2,hbr,True,S3_D2 hbr,201,2,1,trained,True
AV,5.0,2.047990366065907e-14,4.281158201892365e-05,1.3529415874410134e-08,-13.309615996785169,-1.800713299492083e-07,3,2,hbr,True,S3_D2 hbr,201,2,1,trained,True
V,5.0,2.047990366065907e-14,0.737924567110816,1.3472918303116293e-08,0.3537917478404007,4.766607314970438e-09,3,2,hbr,False,S3_D2 hbr,201,2,1,trained,True
W,5.0,2.047990366065907e-14,0.7061782551796258,1.3340104348063838e-08,-0.3992688382050563,-5.326287964585669e-09,3,2,hbr,False,S3_D2 hbr,201,2,1,trained,True
constant,5.0,2.047990366065907e-14,0.08044782046360155,2.9852043135114966e-09,2.1865297495269607,6.527238039909096e-09,3,2,hbr,False,S3_D2 hbr,201,2,1,trained,True
A,5.0,2.6996306858553476e-14,0.000742262356165469,1.560819947265141e-08,-7.327452843406397,-1.1436834560633381e-07,3,3,hbo,True,S3_D3 hbo,201,2,1,trained,True
AV,5.0,2.6996306858553476e-14,0.002306169912998333,1.5533426610267778e-08,5.70747868296786,8.865670125154905e-08,3,3,hbo,True,S3_D3 hbo,201,2,1,trained,True
V,5.0,2.6996306858553476e-14,4.044976001050368e-05,1.546856047816734e-08,13.465178121936018,2.0828692212846303e-07,3,3,hbo,True,S3_D3 hbo,201,2,1,trained,True
W,5.0,2.6996306858553476e-14,0.0006282533721114437,1.531607378969701e-08,7.59525368774916,1.1632946593303447e-07,3,3,hbo,True,S3_D3 hbo,201,2,1,trained,True
constant,5.0,2.6996306858553476e-14,0.001257272452410297,3.4273802025918826e-09,-6.533105885728811,-2.2391437774183434e-08,3,3,hbo,True,S3_D3 hbo,201,2,1,trained,True
A,5.0,5.310839336609377e-15,0.7316281788601939,6.922806780672546e-09,-0.36274030706012617,-2.5111810573390826e-09,3,3,hbr,False,S3_D3 hbr,201,2,1,trained,True
AV,5.0,5.310839336609377e-15,3.983607610875611e-05,6.889642284048402e-09,-13.507381824996004,-9.306102896827935e-08,3,3,hbr,True,S3_D3 hbr,201,2,1,trained,True
V,5.0,5.310839336609377e-15,0.1599491669289039,6.860871784291032e-09,-1.6495468584905122,-1.1317329498283467e-08,3,3,hbr,False,S3_D3 hbr,201,2,1,trained,True
W,5.0,5.310839336609377e-15,0.003179746428999328,6.793238366179328e-09,-5.304709901141821,-3.6036158821887964e-08,3,3,hbr,True,S3_D3 hbr,201,2,1,trained,True
constant,5.0,5.310839336609377e-15,0.0008912723950698437,1.5201683543332715e-09,7.042978391917044,1.0706512871645324e-08,3,3,hbr,True,S3_D3 hbr,201,2,1,trained,True
A,5.0,1.204584880436522e-13,0.00010696966394987347,3.297002926093094e-08,-11.022955625961304,-3.6342716952988747e-07,3,4,hbo,True,S3_D4 hbo,201,2,1,trained,True
AV,5.0,1.204584880436522e-13,0.03587265963777086,3.281208256983235e-08,2.848835755194304,9.347623402732622e-08,3,4,hbo,True,S3_D4 hbo,201,2,1,trained,True
V,5.0,1.204584880436522e-13,0.8657933175845123,3.267506239161499e-08,0.17788803952995996,5.8125027903635154e-09,3,4,hbo,False,S3_D4 hbo,201,2,1,trained,True
W,5.0,1.204584880436522e-13,0.33941782796529807,3.2352956655487105e-08,1.0557104614100796,3.4155354798744596e-08,3,4,hbo,False,S3_D4 hbo,201,2,1,trained,True
constant,5.0,1.204584880436522e-13,0.8035605550003201,7.239837353808113e-09,-0.26229107755433184,-1.8989447408484322e-09,3,4,hbo,False,S3_D4 hbo,201,2,1,trained,True
A,5.0,7.27590136145736e-14,0.014844263266810768,2.5623829157678952e-08,-3.643801285396261,-9.336814162152476e-08,3,4,hbr,True,S3_D4 hbr,201,2,1,trained,True
AV,5.0,7.27590136145736e-14,0.0005048708997766448,2.5501075277277438e-08,-7.959171137806206,-2.0296742232993e-07,3,4,hbr,True,S3_D4 hbr,201,2,1,trained,True
V,5.0,7.27590136145736e-14,0.0034097776967040015,2.5394585179558392e-08,5.220041045448274,1.3256077696942722e-07,3,4,hbr,True,S3_D4 hbr,201,2,1,trained,True
W,5.0,7.27590136145736e-14,0.00797487872108878,2.5144249267268806e-08,-4.265241152535687,-1.072462867243702e-07,3,4,hbr,True,S3_D4 hbr,201,2,1,trained,True
constant,5.0,7.27590136145736e-14,0.01826325458912023,5.626696719471563e-09,3.448697706894011,1.9404776073829634e-08,3,4,hbr,True,S3_D4 hbr,201,2,1,trained,True
A,5.0,6.231745736670746e-14,0.0010692510391430768,2.371403690112232e-08,-6.769190799509666,-1.605248404103099e-07,3,6,hbo,True,S3_D6 hbo,201,2,1,trained,True
AV,5.0,6.231745736670746e-14,0.02965105227943656,2.360043209866737e-08,3.013068320089283,7.110971429691288e-08,3,6,hbo,True,S3_D6 hbo,201,2,1,trained,True
V,5.0,6.231745736670746e-14,0.008972692027652149,2.3501878908534317e-08,4.14278828069731,9.736330851664327e-08,3,6,hbo,True,S3_D6 hbo,201,2,1,trained,True
W,5.0,6.231745736670746e-14,0.9344121018856011,2.327020100336329e-08,0.08651857521176504,2.013304635702377e-09,3,6,hbo,False,S3_D6 hbo,201,2,1,trained,True
constant,5.0,6.231745736670746e-14,0.08988170992803309,5.207328413559366e-09,-2.098872970365657,-1.0929520855036828e-08,3,6,hbo,False,S3_D6 hbo,201,2,1,trained,True
A,5.0,2.0616732300968266e-14,0.007627727768045521,1.3639879846078066e-08,-4.31206013222559,-5.881598209262055e-08,3,6,hbr,True,S3_D6 hbr,201,2,1,trained,True
AV,5.0,2.0616732300968266e-14,3.6969585195147695e-05,1.3574536443692216e-08,-13.715359158983135,-1.861796427419444e-07,3,6,hbr,True,S3_D6 hbr,201,2,1,trained,True
V,5.0,2.0616732300968266e-14,0.019310760135674006,1.3517850453134492e-08,3.397147415757862,4.592213073346708e-08,3,6,hbr,True,S3_D6 hbr,201,2,1,trained,True
W,5.0,2.0616732300968266e-14,0.560146592801523,1.338459356386254e-08,-0.6237408122361385,-8.348517260974213e-09,3,6,hbr,False,S3_D6 hbr,201,2,1,trained,True
constant,5.0,2.0616732300968266e-14,0.004046642418528343,2.9951599626909807e-09,5.016660129469259,1.5025699566214478e-08,3,6,hbr,True,S3_D6 hbr,201,2,1,trained,True
A,5.0,4.4460814683624884e-14,4.444113727488036e-05,2.0030386844487913e-08,-13.208146915648356,-2.6456429221926643e-07,4,1,hbo,True,S4_D1 hbo,201,2,1,trained,True
AV,5.0,4.4460814683624884e-14,0.0006652600768956121,1.9934428988385537e-08,-7.502406870946329,-1.4955619701085533e-07,4,1,hbo,True,S4_D1 hbo,201,2,1,trained,True
V,5.0,4.4460814683624884e-14,0.1835457887693135,1.985118468327821e-08,1.5427083976203118,3.0624589313605005e-08,4,1,hbo,False,S4_D1 hbo,201,2,1,trained,True
W,5.0,4.4460814683624884e-14,0.702627177483708,1.965549475991149e-08,-0.40441411339051475,-7.948959486581515e-09,4,1,hbo,False,S4_D1 hbo,201,2,1,trained,True
constant,5.0,4.4460814683624884e-14,0.0004217853598972389,4.398441437229575e-09,8.26978683844305,3.6374173107263664e-08,4,1,hbo,True,S4_D1 hbo,201,2,1,trained,True
A,5.0,7.840593061039572e-15,0.6209791613177598,8.411531693931774e-09,0.5266130923988006,4.429622717151933e-09,4,1,hbr,False,S4_D1 hbr,201,2,1,trained,True
AV,5.0,7.840593061039572e-15,5.0396677126432504e-05,8.371235290564557e-09,12.87194135136342,1.077540496986107e-07,4,1,hbr,True,S4_D1 hbr,201,2,1,trained,True
V,5.0,7.840593061039572e-15,0.008977292517621386,8.336277797422467e-09,4.1422607236560784,3.453103610174929e-08,4,1,hbr,True,S4_D1 hbr,201,2,1,trained,True
W,5.0,7.840593061039572e-15,0.0032291073070444317,8.254100053908981e-09,5.2859494707624375,4.363075581158039e-08,4,1,hbr,True,S4_D1 hbr,201,2,1,trained,True
constant,5.0,7.840593061039572e-15,0.00028730347692946346,1.8470751384085542e-09,-8.969309983497617,-1.656698947919809e-08,4,1,hbr,True,S4_D1 hbr,201,2,1,trained,True
A,5.0,1.2627379807523422e-14,0.0001224848552890279,1.0674738636121681e-08,-10.717879721876967,-1.1441056476442514e-07,4,3,hbo,True,S4_D3 hbo,201,2,1,trained,True
AV,5.0,1.2627379807523422e-14,0.6321679939837885,1.0623600081388411e-08,0.5093733712697983,5.411378988478919e-09,4,3,hbo,False,S4_D3 hbo,201,2,1,trained,True
V,5.0,1.2627379807523422e-14,0.0006119683390159494,1.0579236924208009e-08,7.638189026397512,8.080621138214499e-08,4,3,hbo,True,S4_D3 hbo,201,2,1,trained,True
W,5.0,1.2627379807523422e-14,0.0010639120888404723,1.0474948434830317e-08,6.776597420883756,7.098450854736146e-08,4,3,hbo,True,S4_D3 hbo,201,2,1,trained,True
constant,5.0,1.2627379807523422e-14,0.6275249544567993,2.3440492244728524e-09,0.5165061012855786,1.2107157261539573e-09,4,3,hbo,False,S4_D3 hbo,201,2,1,trained,True
A,5.0,2.513280472454082e-15,0.0021683653472149844,4.762347776740319e-09,5.787343228692463,2.756134115839669e-08,4,3,hbr,True,S4_D3 hbr,201,2,1,trained,True
AV,5.0,2.513280472454082e-15,0.3032222429081556,4.739533205747864e-09,-1.147172321314816,-5.437061309586428e-09,4,3,hbr,False,S4_D3 hbr,201,2,1,trained,True
V,5.0,2.513280472454082e-15,0.07495665301693949,4.719741359767452e-09,2.242737925075336,1.05851429440971e-08,4,3,hbr,False,S4_D3 hbr,201,2,1,trained,True
W,5.0,2.513280472454082e-15,0.0015747535667277714,4.673214875845228e-09,6.216213342246591,2.9049700662414353e-08,4,3,hbr,True,S4_D3 hbr,201,2,1,trained,True
constant,5.0,2.513280472454082e-15,0.04110059021746577,1.045756527936307e-09,-2.7336651748466982,-2.8587482017880805e-09,4,3,hbr,True,S4_D3 hbr,201,2,1,trained,True
A,5.0,4.2364992641345834e-14,0.00021464211100010692,1.9552585621775252e-08,-9.535551936157749,-1.8644469568260917e-07,4,5,hbo,True,S4_D5 hbo,201,2,1,trained,True
AV,5.0,4.2364992641345834e-14,0.0028927655233427175,1.9458916727006005e-08,-5.420999726374743,-1.0548678225264845e-07,4,5,hbo,True,S4_D5 hbo,201,2,1,trained,True
V,5.0,4.2364992641345834e-14,0.2118997940335761,1.9377658116487253e-08,1.4307785407888318,2.7725137403812498e-08,4,5,hbo,False,S4_D5 hbo,201,2,1,trained,True
W,5.0,4.2364992641345834e-14,0.0006987162848968763,1.918663614513679e-08,7.423589853528448,1.4243371741037965e-07,4,5,hbo,True,S4_D5 hbo,201,2,1,trained,True
constant,5.0,4.2364992641345834e-14,0.13345739239233395,4.2935218112106374e-09,1.7900442846680937,7.685594179255404e-09,4,5,hbo,False,S4_D5 hbo,201,2,1,trained,True
A,5.0,8.139585159433851e-15,2.90583562221503e-06,8.570413270091905e-09,22.974787802949212,1.9690342626394156e-07,4,5,hbr,True,S4_D5 hbr,201,2,1,trained,True
AV,5.0,8.139585159433851e-15,0.5511657355743629,8.52935572638622e-09,0.6386289222097993,5.447093254686011e-09,4,5,hbr,False,S4_D5 hbr,201,2,1,trained,True
V,5.0,8.139585159433851e-15,0.022235691299434673,8.493737937139791e-09,-3.268489420801117,-2.7761692590598512e-08,4,5,hbr,True,S4_D5 hbr,201,2,1,trained,True
W,5.0,8.139585159433851e-15,0.11382834438239252,8.410007975803225e-09,-1.9138120458011154,-1.6095174569375668e-08,4,5,hbr,False,S4_D5 hbr,201,2,1,trained,True
constant,5.0,8.139585159433851e-15,0.004893415534370585,1.8819636961593685e-09,-4.797734646370119,-9.02916242827457e-09,4,5,hbr,True,S4_D5 hbr,201,2,1,trained,True
A,5.0,1.0619705741414966e-14,0.003221417439717576,9.789417940790136e-09,-5.288849963992427,-5.1774762723654726e-08,5,15,hbo,True,S5_D15 hbo,201,2,1,trained,True
AV,5.0,1.0619705741414966e-14,0.5812613128782544,9.742520615971527e-09,0.5893271006993067,5.741531428113724e-09,5,15,hbo,False,S5_D15 hbo,201,2,1,trained,True
V,5.0,1.0619705741414966e-14,0.17226542577405415,9.701836763971408e-09,-1.5919813618313878,-1.5445143303773027e-08,5,15,hbo,False,S5_D15 hbo,201,2,1,trained,True
W,5.0,1.0619705741414966e-14,0.035181039896418125,9.606197550335092e-09,2.8654575353678218,2.7526151156839598e-08,5,15,hbo,True,S5_D15 hbo,201,2,1,trained,True
constant,5.0,1.0619705741414966e-14,0.061502553487014,2.1496430324299486e-09,2.4015537115235683,5.162483202982921e-09,5,15,hbo,False,S5_D15 hbo,201,2,1,trained,True
A,5.0,1.2320471477756293e-15,0.0026438377098388123,3.334373859338283e-09,5.533398987798021,1.8450420938202635e-08,5,15,hbr,True,S5_D15 hbr,201,2,1,trained,True
AV,5.0,1.2320471477756293e-15,0.18781660580241274,3.3184001605041065e-09,-1.5248219774488883,-5.059969494706581e-09,5,15,hbr,False,S5_D15 hbr,201,2,1,trained,True
V,5.0,1.2320471477756293e-15,0.06444754838755065,3.304542832782798e-09,-2.36378560498944,-7.811230779203004e-09,5,15,hbr,False,S5_D15 hbr,201,2,1,trained,True
W,5.0,1.2320471477756293e-15,0.0010519470014256581,3.2719671581302906e-09,-6.7933571135435855,-2.2227641368965398e-08,5,15,hbr,True,S5_D15 hbr,201,2,1,trained,True
constant,5.0,1.2320471477756293e-15,0.029144354792597738,7.321899603833411e-10,3.0281114207843287,2.21715278122042e-09,5,15,hbr,True,S5_D15 hbr,201,2,1,trained,True
A,5.0,1.5959723268914013e-14,0.003355166476950626,1.2000885911160049e-08,5.239523723140965,6.287892643023125e-08,5,16,hbo,True,S5_D16 hbo,201,2,1,trained,True
AV,5.0,1.5959723268914013e-14,0.036666016966412966,1.1943394296429653e-08,2.8302020516028685,3.3802219040857204e-08,5,16,hbo,True,S5_D16 hbo,201,2,1,trained,True
V,5.0,1.5959723268914013e-14,0.002273413357609063,1.1893519802436955e-08,5.725944930704506,6.810163942099753e-08,5,16,hbo,True,S5_D16 hbo,201,2,1,trained,True
W,5.0,1.5959723268914013e-14,0.00022923365532054744,1.1776275314723333e-08,9.405065154453423,1.1075663661175444e-07,5,16,hbo,True,S5_D16 hbo,201,2,1,trained,True
constant,5.0,1.5959723268914013e-14,0.0020097856595372044,2.6352558382883515e-09,-5.886980313882523,-1.5513699242047512e-08,5,16,hbo,True,S5_D16 hbo,201,2,1,trained,True
A,5.0,1.2249805326027741e-15,0.0001760533844866495,3.324797675013357e-09,9.9388031992695,3.304450976934655e-08,5,16,hbr,True,S5_D16 hbr,201,2,1,trained,True
AV,5.0,1.2249805326027741e-15,0.000774239037457019,3.308869851984006e-09,7.2610162097234054,2.4025757631120952e-08,5,16,hbr,True,S5_D16 hbr,201,2,1,trained,True
V,5.0,1.2249805326027741e-15,0.0031147315630463317,3.2950523219368965e-09,-5.329947097241842,-1.756245455856755e-08,5,16,hbr,True,S5_D16 hbr,201,2,1,trained,True
W,5.0,1.2249805326027741e-15,0.002778867137692495,3.2625702032796494e-09,5.4709611620822125,1.784939487070963e-08,5,16,hbr,True,S5_D16 hbr,201,2,1,trained,True
constant,5.0,1.2249805326027741e-15,0.0038072311724036533,7.30087140988373e-10,-5.0884177339820615,-3.7149883555574987e-09,5,16,hbr,True,S5_D16 hbr,201,2,1,trained,True
A,5.0,1.837942274051332e-14,0.0032003664294674,1.287853795376463e-08,5.296831726201462,6.821544842059014e-08,5,17,hbo,True,S5_D17 hbo,201,2,1,trained,True
AV,5.0,1.837942274051332e-14,0.008310117228493952,1.2816841846676395e-08,4.222214255075524,5.411545235008559e-08,5,17,hbo,True,S5_D17 hbo,201,2,1,trained,True
V,5.0,1.837942274051332e-14,0.012421516119255495,1.27633199176651e-08,3.8161742854540877,4.870705326681754e-08,5,17,hbo,True,S5_D17 hbo,201,2,1,trained,True
W,5.0,1.837942274051332e-14,0.0005172383420823061,1.2637501074284091e-08,7.918155991577043,1.000657048499039e-07,5,17,hbo,True,S5_D17 hbo,201,2,1,trained,True
constant,5.0,1.837942274051332e-14,0.001980591924874652,2.827978082827701e-09,-5.906330910919612,-1.6702974366008435e-08,5,17,hbo,True,S5_D17 hbo,201,2,1,trained,True
A,5.0,3.5441959269585644e-15,8.777152647806527e-05,5.655350025259574e-09,11.483091155128841,6.494089985421588e-08,5,17,hbr,True,S5_D17 hbr,201,2,1,trained,True
AV,5.0,3.5441959269585644e-15,0.24750605332277562,5.628257424994505e-09,-1.3088626900837295,-7.3666161537620314e-09,5,17,hbr,False,S5_D17 hbr,201,2,1,trained,True
V,5.0,3.5441959269585644e-15,0.0028628758695260423,5.604754350059085e-09,-5.433884631224301,-3.045558852457361e-08,5,17,hbr,True,S5_D17 hbr,201,2,1,trained,True
W,5.0,3.5441959269585644e-15,0.008680717522685746,5.549503544288473e-09,-4.1769243436860695,-2.3179856449510644e-08,5,17,hbr,True,S5_D17 hbr,201,2,1,trained,True
constant,5.0,3.5441959269585644e-15,0.6086984116900475,1.2418495002748395e-09,-0.5457425701099637,-6.77730137969765e-10,5,17,hbr,False,S5_D17 hbr,201,2,1,trained,True
A,5.0,1.5428392124654146e-14,0.005326645982786891,1.1799428225165482e-08,-4.702194582804045,-5.548320748055827e-08,6,16,hbo,True,S6_D16 hbo,201,2,1,trained,True
AV,5.0,1.5428392124654146e-14,0.00016377838228779151,1.1742901716490874e-08,10.089705314629743,1.1848241785805269e-07,6,16,hbo,True,S6_D16 hbo,201,2,1,trained,True
V,5.0,1.5428392124654146e-14,0.20220670240682118,1.169386446070078e-08,1.4673288392033144,1.7158744564920967e-08,6,16,hbo,False,S6_D16 hbo,201,2,1,trained,True
W,5.0,1.5428392124654146e-14,0.027928771492053913,1.157858814461759e-08,-3.065428454366119,-3.5493333559896966e-08,6,16,hbo,True,S6_D16 hbo,201,2,1,trained,True
constant,5.0,1.5428392124654146e-14,0.382819754638541,2.5910180589181177e-09,-0.9563417788316951,-2.4778988194507984e-09,6,16,hbo,False,S6_D16 hbo,201,2,1,trained,True
A,5.0,5.2554332469538086e-15,1.5535889542807655e-05,6.886600516244948e-09,-16.366287902249024,-1.1270808671664157e-07,6,16,hbr,True,S6_D16 hbr,201,2,1,trained,True
AV,5.0,5.2554332469538086e-15,5.90229703360757e-05,6.853609469866119e-09,-12.461052595705175,-8.540318807442477e-08,6,16,hbr,True,S6_D16 hbr,201,2,1,trained,True
V,5.0,5.2554332469538086e-15,2.4232987717527625e-06,6.824989439759995e-09,-23.83129755227363,-1.6264835413004574e-07,6,16,hbr,True,S6_D16 hbr,201,2,1,trained,True
W,5.0,5.2554332469538086e-15,0.0002477286021354638,6.7577097442781255e-09,9.253210302824469,6.253050942925165e-08,6,16,hbr,True,S6_D16 hbr,201,2,1,trained,True
constant,5.0,5.2554332469538086e-15,8.179145236955229e-05,1.5122178771416907e-09,11.651544157824393,1.761967337176787e-08,6,16,hbr,True,S6_D16 hbr,201,2,1,trained,True
A,5.0,3.039335519118739e-14,0.0012460801390273067,1.6561129434851442e-08,-6.545958341802723,-1.0840846337374041e-07,6,18,hbo,True,S6_D18 hbo,201,2,1,trained,True
AV,5.0,3.039335519118739e-14,0.00023083575065473334,1.6481791452637702e-08,9.391342935434901,1.5478615572204042e-07,6,18,hbo,True,S6_D18 hbo,201,2,1,trained,True
V,5.0,3.039335519118739e-14,0.0011889968753338283,1.6412965037935878e-08,6.613699850244047,1.085504244134573e-07,6,18,hbo,True,S6_D18 hbo,201,2,1,trained,True
W,5.0,3.039335519118739e-14,0.12734661347024548,1.625116855466605e-08,1.8264580599201463,2.9682077789790645e-08,6,18,hbo,False,S6_D18 hbo,201,2,1,trained,True
constant,5.0,3.039335519118739e-14,0.03351575092680744,3.6366326082023938e-09,-2.907018545023557,-1.0571758433481746e-08,6,18,hbo,True,S6_D18 hbo,201,2,1,trained,True
A,5.0,1.3057756898219317e-14,2.0711706984578684e-05,1.0855127232252758e-08,-15.436585489023658,-1.6756609951489846e-07,6,18,hbr,True,S6_D18 hbr,201,2,1,trained,True
AV,5.0,1.3057756898219317e-14,5.5229486324389304e-05,1.0803124505345258e-08,-12.632266840992264,-1.3646795146798386e-07,6,18,hbr,True,S6_D18 hbr,201,2,1,trained,True
V,5.0,1.3057756898219317e-14,4.823572553139848e-05,1.0758011671014296e-08,-12.988169015798121,-1.3972687385706246e-07,6,18,hbr,True,S6_D18 hbr,201,2,1,trained,True
W,5.0,1.3057756898219317e-14,0.00017017802691551666,1.0651960847697316e-08,10.009412332891037,1.0661986827841398e-07,6,18,hbr,True,S6_D18 hbr,201,2,1,trained,True
constant,5.0,1.3057756898219317e-14,0.0001966557567733866,2.3836604752283483e-09,9.711743880502484,2.3149500033494553e-08,6,18,hbr,True,S6_D18 hbr,201,2,1,trained,True
A,5.0,3.1869283877560644e-14,0.615072875560424,1.6958474436000612e-08,-0.5357854157251123,-9.086103275756277e-09,7,15,hbo,False,S7_D15 hbo,201,2,1,trained,True
AV,5.0,3.1869283877560644e-14,0.014459206701861077,1.687723292717307e-08,-3.668948781098391,-6.192170317646527e-08,7,15,hbo,True,S7_D15 hbo,201,2,1,trained,True
V,5.0,3.1869283877560644e-14,0.14972999277675375,1.680675518597589e-08,-1.7007601145266185,-2.8584258874921195e-08,7,15,hbo,False,S7_D15 hbo,201,2,1,trained,True
W,5.0,3.1869283877560644e-14,0.05525719497628955,1.6641076780033837e-08,2.488578540406521,4.141262656404945e-08,7,15,hbo,False,S7_D15 hbo,201,2,1,trained,True
constant,5.0,3.1869283877560644e-14,0.6057723800912168,3.723884977889477e-09,0.5503336832143071,2.0493793357483443e-09,7,15,hbo,False,S7_D15 hbo,201,2,1,trained,True
A,5.0,1.1441207509421563e-14,0.0005423806039320729,1.0161002540514512e-08,7.838251116697918,7.964448950995826e-08,7,15,hbr,True,S7_D15 hbr,201,2,1,trained,True
AV,5.0,1.1441207509421563e-14,0.0009486809531222742,1.0112325097227546e-08,6.948079750460506,7.026124123812028e-08,7,15,hbr,True,S7_D15 hbr,201,2,1,trained,True
V,5.0,1.1441207509421563e-14,0.0002496521979738878,1.0070096976410615e-08,-9.238194816923812,-9.302951769339668e-08,7,15,hbr,True,S7_D15 hbr,201,2,1,trained,True
W,5.0,1.1441207509421563e-14,0.011382418734457615,9.970827510277985e-09,-3.90234068355337,-3.8909565842050944e-08,7,15,hbr,True,S7_D15 hbr,201,2,1,trained,True
constant,5.0,1.1441207509421563e-14,0.7236178779579848,2.231238715706222e-09,-0.3741741306733485,-8.348718067740942e-10,7,15,hbr,False,S7_D15 hbr,201,2,1,trained,True
A,5.0,1.4645988752293118e-14,0.0353042780385382,1.1496349991097965e-08,2.862469275015211,3.290794862433932e-08,7,17,hbo,True,S7_D17 hbo,201,2,1,trained,True
AV,5.0,1.4645988752293118e-14,0.02189356343832819,1.1441275413322055e-08,3.2825177367467373,3.7556189475234e-08,7,17,hbo,True,S7_D17 hbo,201,2,1,trained,True
V,5.0,1.4645988752293118e-14,0.005875998893411677,1.1393497720673902e-08,-4.593293756452857,-5.2333681944531295e-08,7,17,hbo,True,S7_D17 hbo,201,2,1,trained,True
W,5.0,1.4645988752293118e-14,0.001029708297072954,1.128118237368528e-08,6.825114280479517,7.699535891933322e-08,7,17,hbo,True,S7_D17 hbo,201,2,1,trained,True
constant,5.0,1.4645988752293118e-14,0.07512041927035071,2.5244655817345943e-09,-2.2409988027113372,-5.6573243461532055e-09,7,17,hbo,False,S7_D17 hbo,201,2,1,trained,True
A,5.0,5.396187471711667e-15,0.009113024143387603,6.978211743947987e-09,4.126834743676396,2.8797926673655206e-08,7,17,hbr,True,S7_D17 hbr,201,2,1,trained,True
AV,5.0,5.396187471711667e-15,0.04377639050289058,6.94478182351877e-09,2.68083376718522,1.8617805618223268e-08,7,17,hbr,True,S7_D17 hbr,201,2,1,trained,True
V,5.0,5.396187471711667e-15,0.011240962462576951,6.91578106621804e-09,3.91476698811258,2.7073671415044403e-08,7,17,hbr,True,S7_D17 hbr,201,2,1,trained,True
W,5.0,5.396187471711667e-15,0.29966527233713075,6.847606360856035e-09,1.1566648441426324,7.920385544129644e-09,7,17,hbr,False,S7_D17 hbr,201,2,1,trained,True
constant,5.0,5.396187471711667e-15,0.05148813154312166,1.5323346438907766e-09,-2.5464471117979057,-3.902009128243541e-09,7,17,hbr,False,S7_D17 hbr,201,2,1,trained,True
A,5.0,2.384548309782498e-14,5.946319383234559e-05,1.466910750663609e-08,-12.442037816493633,-1.8251359033177686e-07,7,19,hbo,True,S7_D19 hbo,201,2,1,trained,True
AV,5.0,2.384548309782498e-14,0.1548538008270867,1.4598833471581226e-08,-1.674660221479385,-2.4448085694858875e-08,7,19,hbo,False,S7_D19 hbo,201,2,1,trained,True
V,5.0,2.384548309782498e-14,0.025242351739368143,1.4537870112739725e-08,-3.154797404284978,-4.586403489550344e-08,7,19,hbo,True,S7_D19 hbo,201,2,1,trained,True
W,5.0,2.384548309782498e-14,0.01198289835725053,1.4394558026651795e-08,3.8514978355235336,5.544060908296729e-08,7,19,hbo,True,S7_D19 hbo,201,2,1,trained,True
constant,5.0,2.384548309782498e-14,0.020571360407925017,3.221166461002172e-09,3.339162606604897,1.0755998596228283e-08,7,19,hbo,True,S7_D19 hbo,201,2,1,trained,True
A,5.0,2.251949175332911e-14,0.0002615430761938231,1.4255416841986399e-08,9.148332161974901,1.3041328837790283e-07,7,19,hbr,True,S7_D19 hbr,201,2,1,trained,True
AV,5.0,2.251949175332911e-14,0.00033663128126620634,1.4187124639313381e-08,-8.67447932663063,-1.2306591938805596e-07,7,19,hbr,True,S7_D19 hbr,201,2,1,trained,True
V,5.0,2.251949175332911e-14,0.38468370158267556,1.4127880537926844e-08,-0.9522859496372362,-1.3453782134421092e-08,7,19,hbr,False,S7_D19 hbr,201,2,1,trained,True
W,5.0,2.251949175332911e-14,0.003506651993152631,1.3988610065967055e-08,-5.186363219196392,-7.255001273381195e-08,7,19,hbr,True,S7_D19 hbr,201,2,1,trained,True
constant,5.0,2.251949175332911e-14,0.023095426634889067,3.130324772535682e-09,3.234287663848016,1.0124370795650002e-08,7,19,hbr,True,S7_D19 hbr,201,2,1,trained,True
A,5.0,2.1679873401611115e-14,0.009889849158102324,1.3987142505220235e-08,4.043364740895888,5.6555118831493675e-08,8,16,hbo,True,S8_D16 hbo,201,2,1,trained,True
AV,5.0,2.1679873401611115e-14,2.4803474308313836e-05,1.3920135501400503e-08,14.879912631430738,2.071304000785168e-07,8,16,hbo,True,S8_D16 hbo,201,2,1,trained,True
V,5.0,2.1679873401611115e-14,0.00016989527139669086,1.3862006321603627e-08,10.012883457452874,1.3879865378469213e-07,8,16,hbo,True,S8_D16 hbo,201,2,1,trained,True
